node,centrality,community,density,betwness,closeness,eign,volatility,type,name
5199,7,14,0.1229260935143288,6.701837912028995e-07,0.13824780498821249,2.5865856065915822e-06,2,outgoing,Scotland Leman
4270,7,14,0.1229260935143288,0.00033450163550483166,0.14488438914288354,6.761251834234026e-06,1,,Naren Ramakrishnan
5375,7,14,0.1229260935143288,8.699682418939287e-05,0.16379656060416212,0.00010697149539581003,2,outandin,Simon Breslav
2880,8,14,0.1229260935143288,1.4520648809396155e-06,0.13826425522678795,2.6984352974609904e-06,1,,John E. Wenskovitch
3423,8,14,0.1229260935143288,1.4520648809396155e-06,0.13826425522678795,2.6984352974609904e-06,2,outgoing,Leanna House
4163,9,14,0.1229260935143288,9.984665868190158e-05,0.16335903288709772,0.00021890267368244093,1,incoming,Mingming Fan 0001
3649,9,14,0.1229260935143288,0.004873068374490893,0.16031633566858802,6.831267973642922e-05,1,,Maoyuan Sun
1638,10,14,0.1229260935143288,0.006614714019172617,0.18535217752846161,7.664911452290763e-05,1,incoming,Eric D. Ragan
2705,10,14,0.1229260935143288,0.0285480086200394,0.20598702374152206,0.0002218421136401378,1,,Jian Chen 0006
3993,11,14,0.1229260935143288,3.853414994528462e-05,0.1529314031226541,6.390941602774977e-05,1,incoming,Michael Brudno
